COD_PROVINCIA;NOM_PROVINCIA;COD_MUNICIPIO;TIPO;NOMBRE;DIRECCION;COD_POSTAL;TELEFONO;FAX;WEB;CATALOGO;EMAIL;CENTRAL;COD_CARACTER;DESC_CARACTER;DECRETO
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL PEDRO SALINAS-L'ALTET ELX;CALLE GRUMETE Nº S/N;, CP 03195; TELF.96 665 82 67; ;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.ALTET@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL JOSE FUENTES (TORRELLANO) ELX;PLAZA MESTRE ANTONI CUTILLAS  Nº S/N;, CP 03320; TELF.966659211; ;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.TORRELLANO@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA HOSPITALARIA;BIBLIOTECA HOSPITALARIA HOSPITAL GENERAL UNIVERSITARIO SAP ELX;CALLE HUERTO Y MOLINOS Nº S/N;, CP 03202; TELF.965453449-EXT 13; FAX.965424444; ; ;ELCHECOORDINACION@CRUZROJA.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA CARDENAL HERRERA-CEU ELX;CALLE CARMELITAS Nº 3;, CP 03203; TELF.965426486; FAX.965459561; ;HTTP://WWW.UCH.CEU.ES;MILAN.EL@UCH.CEU.ES;N;PR;PRIVADA;N
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL RAFAEL NAVARRO ELX;AVENIDA DE LA ALEGRIA Nº 72;, CP 03194; TELF.965419577; ;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.MARINA@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
03;ALICANTE;65;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL AURELIA IBARRA ELX;CALLE ANTONIO BROTONS PASTOR Nº 72;, CP 03205; TELF.966658117; FAX.965464680;HTTP://WWW.ELCHE.ES/BIBLIOTECAS;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0041;BIBLIOTECA.CARRUS@AYTO-ELCHE.ES;N;PU;PÚBLICA;N
03;ALICANTE;66;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL FUNDACION PAURIDES GONZALEZ VIDAL ELDA;CALLE CARDENAL CISNEROS Nº 2-4;, CP 03600; TELF.965386546; ;HTTP://WWW.ELDA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0018;RDAVIA@ELDA.ES;N;PU;PÚBLICA;S
03;ALICANTE;66;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL ALBERTO NAVARRO PASTOR ELDA;CALLE PADRE MANJON Nº 18;, CP 03600; TELF.966989229/965391272; FAX.966980657;HTTP://WWW.ELDA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0018;BIBLIOANAVARRO@ELDA.ES / RDAVIA@ELDA.ES;S;PU;PÚBLICA;S
03;ALICANTE;66;CENTRO DE DOCUMENTACION;CENTRO DE DOCUMENTACION INESCOP-INSTITUTO TECNOLÓGICO DEL CALZADO Y CONEXAS ELDA;POLÍGONO INDUSTRIAL CAMPO ALTO - CRA.ELDA-MONÓVAR Nº S/N;, CP 03600; TELF.965380062/5395213; FAX.965381045;HTTP://WWW.INESCOP.ES; ;DOCUMENTACION@INESCOP.ES;N;PR;PRIVADA;N
03;ALICANTE;66;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE ELDA;CALLE SAN CRISPÍN Nº 14;, CP 03600; TELF.965394639; FAX.966980036;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/03402061;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;03402061@EDU.GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;66;PUNTO DE SERVICIO EXTERNO;PUNTO DE SERVICIO EXTERNO MERCADO ELDA;MERCADO CENTRAL CASETA 138;, CP 03600; TELF.965390229; ; ; ; ;N;PU;PÚBLICA;N
03;ALICANTE;66;AGENCIA DE LECTURA;AGENCIA DE LECTURA PLAZA ESPAÑA  BARRIO LAS TRESCIENTAS ELDA;CALLE ALFONSO XIII Nº S/N;, CP 03600; TELF.965399343; FAX.966980657;HTTP://WWW.ELDA.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0018;RDAVIA@ELDA.ES;N;PU;PÚBLICA;N
03;ALICANTE;69;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MUNICIPAL ELS NOSTRES MESTRES FINESTRAT;CALLE SAN JOSÉ Nº 10;, CP 03509; TELF.965878304; FAX.965878308 AYTO; ; ;PESTELA@FINESTRAT.ORG;N;PU;PÚBLICA;N
03;ALICANTE;70;OTRAS PÚBLICAS;OTRAS PÚBLICAS  FORMENTERA DEL SEGURA;CALLE ALICANTE Nº 6 PISO 2;, CP 03179; TELF.966792143; FAX.966792240 AYTO; ; ;BIBLIOTECA_FORMENTERADELSEGURA@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;71;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MUNICIPAL CENTRE SOCIAL GATA DE GORGOS;CALLE LA BASSA Nº S/N PISO 1;, CP 03740; TELF.965757872; ;HTTP://BIBLIOTECAGATADEGORGOS.BLOGSPOT.COM;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0061;BIBLIOTECA@GATADEGORGOS.ES;N;PU;PÚBLICA;S
03;ALICANTE;72;AGENCIA DE LECTURA;AGENCIA DE LECTURA JULIA PÉREZ GAIANES;CALLE HORT Nº 23;, CP 03840; TELF.965515130; FAX.965515247 AYTO; ; ;GAIANES@GAIANES.ES;N;PU;PÚBLICA;N
03;ALICANTE;74;OTRAS PÚBLICAS;OTRAS PÚBLICAS JOAQUÍN CARTAGENA ALDEGUER GRANJA DE ROCAMORA;CALLE IGLESIA Nº 9 PISO 1;, CP 03348; TELF.965360134; FAX.966750322/966750494; ; ;AGENCIALECTURAGRANJA@HOTMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;75;OTRAS PÚBLICAS;OTRAS PÚBLICAS  CASTELL DE GUADALEST (EL);CALLE AIXORTÀ Nº 2;, CP 03517; TELF.965885143; ; ; ;BIBLIO.ELCASTELL@GMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;76;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  GUARDAMAR DEL SEGURA;CALLE SANT JAUME Nº 5;, CP 03140; TELF.966727170; FAX.965727128;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/GUARDAMARDELSEGURA/INDEX.JSP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0034;BIBLIMAR@GMAIL.COM;N;PU;PÚBLICA;S
03;ALICANTE;77;OTRAS PÚBLICAS;OTRAS PÚBLICAS  FONDÓ DE LES NEUS (EL);CALLE VEREDA Nº 17;, CP 03688; TELF.965480201 AYTO; FAX.965480480 AYTO; ; ;AYUNTAMIENTO@AYTO-HONDONDELASNIEVES.ES;N;PU;PÚBLICA;N
03;ALICANTE;79;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  IBI;AVENIDA DE LA INDUSTRIA Nº 5;, CP 03440; TELF.966553593; FAX.966550546;HTTP://WWW.IBI.ES;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0007;BIBLIOTECA@IBI.ES ;N;PU;PÚBLICA;N
03;ALICANTE;79;CENTRO DE DOCUMENTACION;CENTRO DE DOCUMENTACION AIJU-INSTITUTO TECNOLÓGICO DEL JUGUETE IBI;AVENIDA DE LA INDUSTRIA Nº 23;, CP 03440; TELF.965554475; FAX.965554490;HTTP://WWW.AIJU.INFO; ;INFORMACION@AIJU.INFO;N;PR;PRIVADA;N
03;ALICANTE;80;AGENCIA DE LECTURA;AGENCIA DE LECTURA AJUNTAMENT JACARILLA;PASAJE DE LA IGLESIA Nº S/N;, CP 03310; TELF.966771043/5350375; FAX.966770434 AYTO; ; ;JACARILLA.ALECTURA@GMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;81;AGENCIA DE LECTURA;AGENCIA DE LECTURA  XALÓ;AVENIDA PLA DE LA HUERTA Nº 7 ESC. A;, CP 03727; TELF.966480912; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0155;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0155;BIBLIOTECA@XALO.ORG;N;PU;PÚBLICA;S
03;ALICANTE;82;AGENCIA DE LECTURA;AGENCIA DE LECTURA DUANES XÀBIA;AVENIDA BOTANIC CABANILLES Nº 17;, CP 03730; TELF.966462652; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/GENERICO/INDEX.JSP?SEDEWEB=337&PW=1;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0067;SALA.LECTURA@AJXABIA.ORG;N;PU;PÚBLICA;N
03;ALICANTE;82;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  XÀBIA;CALLE MAJOR Nº 9 ESC.   PISO 2;, CP 03730; TELF.965793938; ;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/GENERICO/INDEX.JSP?SEDEWEB=337&PW=1;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0067;BIBLIOTECA@AJXABIA.ORG;S;PU;PÚBLICA;N
03;ALICANTE;83;BIBLIOTECA PRIVADA;BIBLIOTECA PRIVADA SOCIETAT EL TRABAJO XIXONA;AVENIDA CONSTITUCIÓ Nº 19;, CP 03100; TELF.965610110/5610647; ; ; ; ;N;PR;PRIVADA;N
03;ALICANTE;83;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL FERNANDO GALIANA CARBONELL XIXONA;CALLE TERRADETS Nº S/N;, CP 03100; TELF.965612320/965610500; ;HTTP://WWW.XIXONA.ES/ES/RESUMEN/SERVICIOS-MUNICIPALES/BIBLIOTECA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0105;BIBLIOTECA@XIXONA.ES;N;PU;PÚBLICA;S
03;ALICANTE;85;OTRAS PÚBLICAS;OTRAS PÚBLICAS  LLÍBER;CALLE DE LA PAZ.ESQUINA C. SAN ROQUE Nº 2;, CP 03729; TELF.965730509 AYTO; FAX.965731770 AYTO; ; ;AYTOLLIBER@TERRA.ES  ;N;PU;PÚBLICA;N
03;ALICANTE;86;AGENCIA DE LECTURA;AGENCIA DE LECTURA  MILLENA;PLAZA DE LA IGLESIA Nº 1;, CP 03812; TELF.965511072 AYTO; FAX.965511240 AYTO; ; ;MILLENA@TERRA.ES;N;PU;PÚBLICA;N
03;ALICANTE;88;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  MONFORTE DEL CID;CALLE JUAN DE LA TORRE Nº 8;, CP 03670; TELF.966195733; FAX.966195759;HTTP://WWW.MONFORTEDELCID.ES/SERVICIOS.ASP?ID_SECCION=1  BIBLIOTECAMONFORTEDELCID.BLOGSPOT.COM;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0124;BIBLIOMONFORTE@DIP-ALICANTE.ES / BIBLIOTECA@MONFORTEDELCID.ES  ;N;PU;PÚBLICA;S
03;ALICANTE;89;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CASA DE CULTURA MONÒVER;CALLE MAESTRO DON JOAQUIN Nº 8;, CP 03640; TELF.965470914; FAX.966960918;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MONOVAR/INDEX.JSP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0074;BIBLIOTECA@MONOVAR.ES  /  MONOCULT@DIP-ALICANTE.ES;N;PU;PÚBLICA;N
03;ALICANTE;89;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CASA-MUSEO AZORÍN (LA CAM) MONÒVER;BLOQUE SALAMANCA Nº 6;, CP 03640; TELF.965470715; FAX.965473034;HTTP://WWW.OBRASOCIAL.CAM.ES/CASAMUSEOAZORIN/HOME.ASP; ;CMAZORIN@OBS.CAM.ES;N;PR;PRIVADA;N
03;ALICANTE;9;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CENTRAL ALCOI;AVENIDA PAIS VALENCIA Nº 1;, CP 03801; TELF.965537143; FAX.965537180;HTTP://WWW.ALCOI.ORG/ES/AREAS/CULTURA/BIBLIOTECA/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0002;BIBLIOTECA@ALCOI.ORG;S;PU;PÚBLICA;S
03;ALICANTE;9;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA DE E P S  DE ALCOI-UPV ALCOI;PLAZA CARBONELL Y FERRÁNDIZ-ED. CARBONELL;, CP 03801; TELF.966528530 EXT-28530; ;HTTP://WWW.UPV.ES/BIB/BIBLIOTECAS/BIB_EPSALCOI/BIB_ALCOI_C.HTML;HTTP://WWW.UPV.ES/PLS/OBIB/CAT_BIBLIO.MENU?P_IDIOMA=C&P_ESTILO=300;BIBALCOY@UPVNET.UPV.ES;N;PU;PÚBLICA;N
03;ALICANTE;9;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA MUSEU ARQUEOLOGIC CAMIL VISEDO MOLTO ALCOI;PLAZA EL CARBO Nº 1;, CP 03801; TELF.965537144; FAX.965537182;HTTP://APL.ALCOI.ORG/WMUSEU/CASTELLANO/;HTTP://XLPV.CULT.GVA.ES/CGI-BIN/ABWEBP/L1/T1/S0113;MUSEU@ALCOI.ORG;N;PU;PÚBLICA;N
03;ALICANTE;9;AGENCIA DE LECTURA;AGENCIA DE LECTURA LA UIXOLA ALCOI;CALLE VICTOR ESPINOS Nº S/N;, CP 03803; TELF.965537156; ;HTTP://WWW.AJUALCOI.ORG/WBIBLIOTECA/CAS/PRINCIPAL.ASP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0002/02U;BIBLIOTECA@ALCOI.ORG;N;PU;PÚBLICA;S
03;ALICANTE;9;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL CENTRE SOCIAL ZONA NORD ALCOI;PLAZA BLAI DOMINGO LLIDO Nº 1;, CP 03804; TELF.965537157; ;HTTP://WWW.AJUALCOI.ORG/WBIBLIOTECA/CAS/PRINCIPAL.ASP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0002;BIBLIOTECA@ALCOI.ORG;N;PU;PÚBLICA;S
03;ALICANTE;90;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL NOTARI JOSEP BLANQUER MUTXAMEL;CALLE RAMON Y CAJAL (CASA DE LA CULTURA) Nº S/N;, CP 03110; TELF.965955328; FAX.965951477;HTTP://WWW.MUTXAMEL.ORG/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0035;BIBLIOTECA@MUTXAMEL.ORG;S;PU;PÚBLICA;N
03;ALICANTE;90;AGENCIA DE LECTURA;AGENCIA DE LECTURA  MUTXAMEL;CALLE RAMON Y CAJAL Nº S/N;, CP 03110; TELF.965951477; FAX.965951477;HTTP://WWW.MUTXAMEL.ORG/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0035;BIBLIOTECA@MUTXAMEL.ORG;N;PU;PÚBLICA;N
03;ALICANTE;901;AGENCIA DE LECTURA;AGENCIA DE LECTURA ELS POBLETS ENRIC VALOR SETLA;AVENIDA MESTRE VICENT Nº 5-7;, CP 03779; TELF.966475368; FAX.966474287 AYTO; ; ;BIBLIOTECA@ELSPOBLETS.ES;N;PU;PÚBLICA;N
03;ALICANTE;902;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  PILAR DE LA HORADADA;CALLE CARRETILLAS Nº 19;, CP 03190; TELF.965351124; FAX.965352072;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0101;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0101;CASA-CULTURA@PILARDELAHORADADA.ORG;N;PU;PÚBLICA;S
03;ALICANTE;903;OTRAS PÚBLICAS;OTRAS PÚBLICAS  MONTESINOS (LOS);CALLE DIVINO PASTOR Nº 6;, CP 03187; TELF.966721087 AYTO; FAX.966721004 AYTO; ; ;BIBLIOTECA@LOSMONTESINOS.ORG;N;PU;PÚBLICA;N
03;ALICANTE;904;AGENCIA DE LECTURA;AGENCIA DE LECTURA  SAN ISIDRO;CALLE MAYOR Nº 1;, CP 03349; TELF.965485671 AYTO; FAX.965487268 AYTO; ; ; ;N;PU;PÚBLICA;N
03;ALICANTE;92;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL FRANCESC DE PAULA MOMBLANCH MURO DE ALCOY;PLAZA DE LA VILA Nº 3;, CP 03830; TELF.965531768; FAX.965531768;HTTP://WWW.VILADEMURO.NET/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0020;BIBLIOTECA@VILADEMURO.NET;N;PU;PÚBLICA;S
03;ALICANTE;93;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CASA-MUSEO MODERNISTA (LA CAM) NOVELDA;CALLE MAYOR Nº 24;, CP 03660; TELF.965600237; FAX.965601062;HTTP://WWW.CAM.ES/; ;MNAVARRO@CAJAMEDITERRANEO.ES;N;PR;PRIVADA;N
03;ALICANTE;93;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL JORGE JUAN-CENTRO CULTURAL GOMEZ TORTOSA NOVELDA;CALLE JAUME II Nº 3;, CP 03660; TELF.965609053; FAX.965609124;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0021;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0021;BIBLIOTECA@NOVELDA.NET;N;PU;PÚBLICA;N
03;ALICANTE;94;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL  NUCIA (LA);PLAZA DE LA ALMASSERA Nº 1;, CP 03530; TELF.966897570 ; FAX.966895231;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062;BIBLIOTECA@LANUCIA.ES;N;PU;PÚBLICA;N
03;ALICANTE;94;AGENCIA DE LECTURA;AGENCIA DE LECTURA CARAVANA NUCIA (LA);URBANIZACIÓN CARAVANA Nº 10;, CP 03530; TELF.966875827; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0062;SLCARAVANA@LANUCIA.ES;N;PU;PÚBLICA;S
03;ALICANTE;95;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL ENRIC VALOR ONDARA;PLAZA MAJOR Nº 10 PISO 2;, CP 03760; TELF.965766000-EXT 300; FAX.965766081 AYTO;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0125;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0125;BIBLIOTECA@ONDARA.ORG;N;PU;PÚBLICA;S
03;ALICANTE;96;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL AJUNTAMENT ONIL;AVENIDA CONSTITUCION Nº 21;, CP 03430; TELF.610926671/966544745; FAX.965564131 AYTO;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0063;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0063;BIENAL@AYTO-ONIL.ES;N;PU;PÚBLICA;S
03;ALICANTE;97;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ORBA;CALLE LES ESCOLES Nº 1 PISO 1;, CP 03790; TELF.965584005; FAX.965583320 AYTO; ; ;BIBLIORBA@GMAIL.COM;N;PU;PÚBLICA;N
03;ALICANTE;98;AGENCIA DE LECTURA;AGENCIA DE LECTURA MAESTRO ANGEL LLORCA ORXETA;CALLE MAYOR Nº 98;, CP 03579; TELF.966855247; ;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0168;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0168; ;N;PU;PÚBLICA;S
03;ALICANTE;99;BIBLIOTECA AUXILIAR ARCHIVO;BIBLIOTECA AUXILIAR ARCHIVO DE ORIHUELA ORIHUELA;PLAZA MARQUES DE RAFAL Nº 1;, CP 03300; TELF.965302497; FAX.966742297;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=AHPO;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=AHPO;MORENO_CES@GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA EPSO UNIVERSIDAD MIGUEL HERNÁNDEZ ORIHUELA;CARRETERA BENIEL, KM 3.2-CAMPUS ORIHUELA;, CP 03312; TELF.966749672; ;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ORI@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;BIBLIOTECA ESPECIALIZADA;BIBLIOTECA ESPECIALIZADA CEFIRE ORIHUELA;AVENIDA DR. GARCIA ROGEL Nº S/N;, CP 03300; TELF.966742725; FAX.966742736;HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/03402290/;HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML;03402290@EDU.GVA.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;BIBLIOTECA UNIVERSITARIA;BIBLIOTECA UNIVERSITARIA LAS SALESAS UNIVERSIDAD MIGUEL HERNÁNDEZ CAMPUS ORIHUELA ORIHUELA;PLAZA LAS SALESAS-EDIFICIO CASA DEL PASO Nº S/N;, CP 03300; TELF.966749822; ;HTTP://WWW.UMH.ES/BIBLIOTECAS;HTTP://WWW.UMH.ES/BIBLIOTECAS/CATALOGO/;BIBLIO.ORI@UMH.ES;N;PU;PÚBLICA;N
03;ALICANTE;99;BIBLIOTECA PUBLICA PROVINCIAL;BIBLIOTECA PUBLICA PROVINCIAL DE ORIHUELA FERNANDO DE LOAZES ORIHUELA;PLAZA RAMON SIJE Nº 1;, CP 03300; TELF.966904120; FAX.966904121/966904122;HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ORIHUELA/INDEX.HTM;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=BORI;BPEO@GVA.ES  /  MORENO_CES@GVA.ES;N;PU;PÚBLICA;S
03;ALICANTE;99;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL MARIA MOLINER ORIHUELA;PLAZA DE LA SALUD Nº 1;, CP 03300; TELF.965302891; ; ; ;BIBLIOTECAMARIAMOLINER@ORIHUELA.ES;N;PU;PÚBLICA;S
12;CASTELLÓN;10;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALMEDÍJAR;PLAZA DEL AYUNTAMIENTO Nº 3;, CP 12413; TELF.964137018 AYTO; FAX.964137018 AYTO; ; ; ;N;PU;PÚBLICA;N
12;CASTELLÓN;100;AGENCIA DE LECTURA;AGENCIA DE LECTURA  SANT MATEU;CALLE SANTO DOMINGO Nº 34 PISO 1;, CP 12170; TELF.964156022; ; ; ;PATRONATCULTURA@SANTMATEU.COM;N;PU;PÚBLICA;N
12;CASTELLÓN;102;AGENCIA DE LECTURA;AGENCIA DE LECTURA  SANTA MAGDALENA DE PULPIS;PLAZA ESPAÑA Nº 9 PISO 2;, CP 12597; TELF.964415070 AYTO; ; ; ;AYUNTSANTAMAGDALENA@YAHOO.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;104;BIBLIOTECA PUBLICA MUNICIPAL;BIBLIOTECA PUBLICA MUNICIPAL OBISPO JUAN BAUTISTA PEREZ SEGORBE;CALLE CRONISTA JAIME FAUS Nº S/N;, CP 12400; TELF.964713751; ;HTTP://BIBLIOTECA.SEGORBE.ES/;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0190;CENTROCULTURAL@SEGORBE.ES;N;PU;PÚBLICA;S
12;CASTELLÓN;104;AGENCIA DE LECTURA;AGENCIA DE LECTURA  PEÑALBA;CALLE GELDO Nº 5;, CP 12414; TELF.964713276; ; ; ;JUVENTUDPEN@SEGORBE.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;106;OTRAS PÚBLICAS;OTRAS PÚBLICAS  SONEJA;CALLE MAYOR Nº 70;, CP 12480; TELF.964135085; FAX.964135513 AYTO; ; ;BIBLIOTECA@SONEJA.COM;N;PU;PÚBLICA;S
12;CASTELLÓN;107;AGENCIA DE LECTURA;AGENCIA DE LECTURA  SOT DE FERRER;CALLE VALENCIA Nº 41;, CP 12489; TELF.964135158/659866232; FAX.964135127 AYTO; ; ;AYTSOT@HOTMAIL.COM;N;PU;PÚBLICA;N
12;CASTELLÓN;108;OTRAS PÚBLICAS;OTRAS PÚBLICAS  SUERA;AVENIDA JAUME I Nº S/N;, CP 12223; TELF.964617375; FAX.964617255 AYTO; ; ;PILIMP60@HOTMAIL.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;109;AGENCIA DE LECTURA;AGENCIA DE LECTURA  TALES;CALLE CONSTITUCIÓ Nº 1;, CP 12221; TELF.964613008; FAX.964613008; ; ;TALES_PAZ@GVA.ES;N;PU;PÚBLICA;N
12;CASTELLÓN;11;AGENCIA DE LECTURA;AGENCIA DE LECTURA  ALMENARA;CALLE COLON Nº 1;, CP 12590; TELF.962623671; FAX.962623165 AYTO;HTTP://WWW.ALMENARA.ES/VA/BIBLIOTECA.PHP;HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0095;CESTRADA@ALMENARA.ES;N;PU;PÚBLICA;S
