,COD_PROVINCIA,NOM_PROVINCIA,COD_MUNICIPIO,TIPO,NOMBRE,DIRECCION,COD_POSTAL,TELEFONO,FAX,WEB,CATALOGO,EMAIL,CENTRAL,COD_CARACTER,DESC_CARACTER,DECRETO,LATITUDE,LONGITUDE
341,46,VALENCIA,131,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA HOSPITAL FRANCESC DE BORJA GANDIA,PASEO DE LES GERMANIES Nº 71,", CP 46702", TELF.962959200-EXT 53668, FAX.962875936, , ,BIXQUERT_LOU@GVA.ES,N,PU,PÚBLICA,N,38.9664977,-0.1897102
342,46,VALENCIA,131,BIBLIOTECA INFANTIL,BIBLIOTECA INFANTIL I JUVENIL MUNICIPAL CONVENT DE SANT ROC GANDIA,PLAZA REI EN JAUME I Nº 10,", CP 46700", TELF.962959595, ,HTTP://WWW.GANDIA.ORG/AJUNTAMENT/VAL/BIBLIOTECAS/BIBLIOTECASGAN.ASP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0042,INFANTIL@GANDIA.ORG,N,PU,PÚBLICA,N,38.9663361,-0.1818554
343,46,VALENCIA,131,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED GANDIA,PLAZA ESCUELAS PÍAS Nº 7,", CP 46700", TELF.962868561, FAX.962869662,HTTP://WWW.UNED-VALENCIA.NET/,HTTP://BIBLIO15.UNED.ES/,BIBLIOTECA@GANDIA.UNED.ES,N,PU,PÚBLICA,N,39.4735419,-0.3817665
344,46,VALENCIA,131,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL BIBLIOTECA HISTORICA I DELS CLASSICS GANDIA,PLAZA REI EN JAUME I Nº 10,", CP 46701", TELF.962959567, FAX.962959566,HTTP://HTTP://IMABGANDIA.ES/IMAB/ARXIU-HISTORIC/COLLECCIONS.HTML,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0042,ARXIUHISTORIC@GANDIA.ORG,N,PU,PÚBLICA,N,38.9663361,-0.1818554
345,46,VALENCIA,131,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA CAMPUS GANDIA-CRAI (UPV) GANDIA,CALLE PARANIMF Nº 1,", CP 46730", TELF.962849354, FAX.962849309,HTTP://WWW.UPV.ES/BIBLIOTECADEGANDIA,HTTP://WWW.UPV.ES/PLS/OBIB/SIC_OPAC.FORMCONSULTA?P_IDIOMA=C,BIB-EPSG@UPVNET.UPV.ES,N,PU,PÚBLICA,N,38.9959757,-0.1658417
346,46,VALENCIA,131,BIBLIOTECA MOVIL O TEMPORAL,BIBLIOTECA MOVIL O TEMPORAL BIBLIOBUS GANDIA,PLAZA REI EN JAUME Nº 10,", CP 46700", TELF.962959555, FAX.962959555,HTTP://WWW.GANDIA.ORG/AJUNTAMENT/VAL/BIBLIOTECAS/BIBLIOTECASGAN.ASP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0042,BIBLIOBUS@GANDIA.ORG,N,PU,PÚBLICA,N,39.9420782,-0.06074349999999999
347,46,VALENCIA,131,BIBLIOTECA PUBLICA MUNICIPAL,"BIBLIOTECA PUBLICA MUNICIPAL CENTRAL ""CONVENT DE SANT ROC"" GANDIA",PLAZA REI EN JAUME I Nº 10-BJ,", CP 46701", TELF.962959555, ,HTTP://WWW.IMABGANDIA.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0042,BIBLIOTECA@GANDIA.ORG,S,PU,PÚBLICA,S,38.9663361,-0.1818554
348,46,VALENCIA,132,OTRAS PÚBLICAS,OTRAS PÚBLICAS  GENOVÉS,CALLE MÁRTIR Nº 2,", CP 46894", TELF.962229166 AYTO, ,HTTP://GENOVESJOVE.BLOGSPOT.COM/, ,CULTURA@GENOVES.ES,N,PU,PÚBLICA,N,39.4736558,-0.3758787
349,46,VALENCIA,133,AGENCIA DE LECTURA,AGENCIA DE LECTURA ALFONS CERVERA GESTALGAR,CALLE DEMOCRACIA Nº 10,", CP 46166", TELF.961649206, FAX.961649119 AYTO, , ,BIBLIOTECA_GESTALGAR@HOTMAIL.COM,N,PU,PÚBLICA,N,39.4741899,-0.3963043
350,46,VALENCIA,134,AGENCIA DE LECTURA,AGENCIA DE LECTURA  GILET,CALLE NOU D'OCTUBRE Nº 1,", CP 46149", TELF.962620241, FAX.962621168 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0149,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0149,BIBLIOTECA@GILET.ES / WEB@GILET.ES ,N,PU,PÚBLICA,N,39.4726777,-0.4056413
351,46,VALENCIA,135,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  GODELLA,CALLE ROCAFORT  Nº 3,", CP 46110", TELF.963642952 EXT-4, ,HTTP://WWW.BIBLIOTECAGODELLA.COM,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0135,BIBLIOTECAGODELLA@YAHOO.ES/BIBLIOTECAGODELLA@GMAIL.COM,N,PU,PÚBLICA,N,39.5388856,-0.4045059
352,46,VALENCIA,135,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA UNIVERSIDAD CATÓLICA DE VALENCIA SAN VICENTE MÁRTIR GODELLA,CALLE SAGRADO CORAZÓN Nº 5,", CP 46110", TELF.963637412, FAX.963901987,HTTP://WWW.UCV.ES,HTTP://WWW.UCV.ES/ALEXANDRIA/DOC_INI.ASPX,BIBLIOTECA@UCV.ES,N,PR,PRIVADA,N,39.5149288,-0.4079817
353,46,VALENCIA,136,AGENCIA DE LECTURA,AGENCIA DE LECTURA SALVADOR FERRANDIS LUNA GODELLETA,CALLE CERVANTES Nº 1,", CP 46388", TELF.961800816, FAX.961800663 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0165,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0165,BIBLIOTEK_GODE@HOTMAIL.COM,N,PU,PÚBLICA,S,38.3446189,-0.4804927
354,46,VALENCIA,138,AGENCIA DE LECTURA,AGENCIA DE LECTURA  GUADASSÉQUIES,AVENIDA DE LA CONSTITUCIÓN Nº 14,", CP 46839", TELF.962293005 AYTO, , , ,GUADASEQUIES_SEC@GVA.ES,N,PU,PÚBLICA,N,39.462868,-0.4263946
355,46,VALENCIA,139,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL SALVADOR MAHIQUES GUADASSUAR,CALLE ORTELLS Nº 5,", CP 46610", TELF.962570000 EXT45, ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0048,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0048,GUADASSUAR_BIB@GVA.ES,N,PU,PÚBLICA,S,40.6911871,-0.1761412
356,46,VALENCIA,14,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ALBUIXECH,CALLE MAYOR Nº 23 PISO 1,", CP 46550", TELF.637486653, ,HTTP://BIBLIOTECA.ALBUIXECH.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0177,BIBLIOTECA@ALBUIXECH.ES,N,PU,PÚBLICA,S,39.6688362,-0.3405146
357,46,VALENCIA,141,AGENCIA DE LECTURA,AGENCIA DE LECTURA  HIGUERUELAS,AVENIDA DE DOMEÑO-CASA DE LA CULTURA Nº 1,", CP 46170", TELF.962726130 AYTO, FAX.962726072 AYTO, , ,HIGUERUELAS_ALC@GVA.ES,N,PU,PÚBLICA,N,39.65955659999999,-0.671968
358,46,VALENCIA,142,AGENCIA DE LECTURA,AGENCIA DE LECTURA VICENTE LLORENS CASTILLO JALANCE,PASAJE DON RAFAEL LÓPEZ Nº S/N,", CP 46624", TELF.962196011 AYTO, FAX.962196451 AYTO, , , ,N,PU,PÚBLICA,N,39.4840108,-0.7532808999999999
359,46,VALENCIA,143,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL MUNICIPAL (EDIFICIO CASA DE LA CULTURA) XERACO,PLAZA DE CARMESINA Nº S/N,", CP 46770", TELF.962892542, FAX.962890794 AYTO,HTTP://WWW.XERACO.ES/BIBLIOTECA,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0158,BIBLIOTECA@XERACO.ES,N,PU,PÚBLICA,S,38.967141,-0.1793704
360,46,VALENCIA,144,AGENCIA DE LECTURA,AGENCIA DE LECTURA  JARAFUEL,CALLE JARRAL Nº 19,", CP 46623", TELF.962198011 AYTO, FAX.961899005 AYTO, , ,JARAFUEL_ALC@GVA.ES,N,PU,PÚBLICA,N,39.1398301,-1.073965
361,46,VALENCIA,145,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED XÀTIVA,CALLE SANT AGUSTÍ Nº 9,", CP 46800", TELF.962283406, FAX.962283983,HTTP://WWW.UNED-VALENCIA.NET/,HTTP://BIBLIO15.UNED.ES/,XATIVA@VALENCIA.UNED.ES,N,PU,PÚBLICA,N,38.7429934,-0.4422349
362,46,VALENCIA,145,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL MIGUEL BORDONAU XÀTIVA,ALAMEDA JAUME I Nº 56,", CP 46800", TELF.962287328, ,HTTP://WWW.XATIVA.ES/BIBLIOTECA,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0075,BIBLIOXATIVA@AYTO-XATIVA.ES,N,PU,PÚBLICA,S,39.464262,-0.3584766
363,46,VALENCIA,145,BIBLIOTECA AUXILIAR ARCHIVO,BIBLIOTECA AUXILIAR ARCHIVO  XÀTIVA,PLAZA TRINITAT Nº 7,", CP 46800", TELF.962271167, FAX.962271167,HTTP://EN CONSTRUCCIÓ, ,ARXIU@AYTO-XATIVA.ES,N,PU,PÚBLICA,N,38.9894426,-0.5182886999999999
364,46,VALENCIA,145,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA CEFIRE XÀTIVA,AVENIDA PINTOR JUAN FRANCESC GANDÍA Nº S/N,", CP 46800", TELF.962281901/962281448, FAX.962280915,HTTP://INTERCENTRES.CULT.GVA.ES/CEFIRE/46401441/BIBLIOTECA_PRESENTACION.ASP,HTTP://WWW.BEGV.GVA.ES/CEFIRE/VAL_TLPCEF.HTML,BIBLIOXATIVA@EDU.GVA.ES,N,PU,PÚBLICA,N,38.9907173,-0.5100837
365,46,VALENCIA,146,OTRAS PÚBLICAS,OTRAS PÚBLICAS  XERESA,CALLE LA MARTINA Nº 7,", CP 46790", TELF.962895378 AYTO, FAX.962895195 AYTO, , ,BIBLIOTECAXERESA@HOTMAIL.COM,N,PU,PÚBLICA,N,39.0109189,-0.216565
366,46,VALENCIA,147,AGENCIA DE LECTURA,AGENCIA DE LECTURA CASA DE LA JOVENTUT LLÍRIA,CALLE ANDOVAL Nº 2,", CP 46160", TELF.962792508, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LLIRIA-CAS/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0011,BIBLIOLLI@MSN.COM,N,PU,PÚBLICA,S,39.6251346,-0.5917169999999999
367,46,VALENCIA,147,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL CENTRAL-L'ALMODI LLÍRIA,CALLE PURISIMA Nº 50,", CP 46160", TELF.962780827, FAX.962792021,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LLIRIA-CAS/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0011,BIBLIOLLI@MSN.COM,S,PU,PÚBLICA,S,39.6266835,-0.6000093
368,46,VALENCIA,148,AGENCIA DE LECTURA,AGENCIA DE LECTURA  LORIGUILLA,AVENIDA DEL OESTE Nº 15,", CP 46339", TELF.961667702/961668052 , ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0167,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0167,MARIA@LORIGUILLA.COM,N,PU,PÚBLICA,S,39.4728595,-0.3796196
369,46,VALENCIA,15,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  ALCÀSSER,CALLE VICENTE IBORRA Nº 6,", CP 46290", TELF.961242414, FAX.961100988,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/ALCASSER/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0108,BIBLIOTECA@ALCASSER.ES,N,PU,PÚBLICA,N,39.4771036,-0.381843
370,46,VALENCIA,150,AGENCIA DE LECTURA,AGENCIA DE LECTURA  LLUTXENT,PLAZA XIO Nº 12 PISO 2N,", CP 46838", TELF.962923085, FAX.962294573 AYTO,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LLUTXENT,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0150,BIBLIOTECA@LLUTXENT.ORG,N,PU,PÚBLICA,S,38.94010710000001,-0.3535217
371,46,VALENCIA,156,AGENCIA DE LECTURA,AGENCIA DE LECTURA SANT JOAN LLOMBAI,AVENIDA MARQUÉS DE LLOMBAI Nº 6,", CP 46195", TELF.962990563, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/LLOMBAI/INDEX.JSP,HTTP://LOCAL.LLOMBAI.ES/BIBLIO/,BIBLIOTECA@LLOMBAI.ES,N,PU,PÚBLICA,N,39.2813939,-0.5723376
372,46,VALENCIA,157,AGENCIA DE LECTURA,AGENCIA DE LECTURA  LLOSA DE RANES (LA),PLAZA PINTOR DIES Nº 3 BAJ,", CP 46815", TELF.670959661, FAX.962230409 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0136,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0136,LLOSARANES.ALE@GMAIL.COM,N,PU,PÚBLICA,N,39.0035636,-0.5281534
373,46,VALENCIA,158,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MACASTRE,PLAZA LOS ÁRBOLES Nº 1,", CP 46368", TELF.962516356 AYTO, FAX.962508209 AYTO, , , ,N,PU,PÚBLICA,N,39.3817143,-0.7855620999999999
374,46,VALENCIA,159,AGENCIA DE LECTURA,AGENCIA DE LECTURA SANT FRANCESC MANISES,CALLE SIMETES Nº S/N,", CP 46940", TELF.961848368, FAX.961531251,HTTP://WWW.MANISES.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0010,SANTFRANCESC@MANISES.ES,N,PU,PÚBLICA,N,39.4840108,-0.7532808999999999
375,46,VALENCIA,159,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL ENRIC VALOR MANISES,CALLE MAJOR Nº 91,", CP 46940", TELF.961534310, FAX.961531251,HTTP://WWW.MANISES.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0010,BIBLIOTECA@MANISES.ES,S,PU,PÚBLICA,N,39.6688362,-0.3406423
376,46,VALENCIA,159,AGENCIA DE LECTURA,AGENCIA DE LECTURA EL CARME-SOCUSA MANISES,CALLE VALENCIA Nº 44,", CP 46940", TELF.961848016, FAX.961531251,HTTP://WWW.MANISES.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0010,CARME-SOCUSA@MANISES.ES,N,PU,PÚBLICA,N,38.9070778,-0.4261041
377,46,VALENCIA,16,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ALCÀNTERA DE XÚQUER,CALLE MARE DE DÉU DEL PUIG Nº 4-BAJ,", CP 46293", TELF.962580501, FAX.962580679 AYTO, , ,ALCANTERA_BIB@GVA.ES,N,PU,PÚBLICA,N,39.4615865,-0.336358
378,46,VALENCIA,160,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MANUEL,CALLE ANGEL Nº 28,", CP 46660", TELF.962265491/673992466, FAX.962235454 AYTO,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MANUEL/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0183 ,BIBLIOTECADEMANUEL@HOTMAIL.COM,N,PU,PÚBLICA,S,39.4290059,-0.5815332
379,46,VALENCIA,161,AGENCIA DE LECTURA,AGENCIA DE LECTURA JOSEFINA ESCRIG MARINES,CALLE DOCTOR FLEMING Nº S/N,", CP 46169", TELF.960019606/66333253, FAX.961648002 AYTO,HTTP://SITES.GOOGLE.COM/SITE/AGENCIADELECTURAJOSEFINAESCRIG, ,BIBLIOTECAMARINES@GMAIL.COM / AGENCIALECTURA@MARINES.ES,N,PU,PÚBLICA,N,39.4215545,-0.4851497
380,46,VALENCIA,162,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MASSALAVÉS,PLAZA MÉNDEZ NÚÑEZ Nº 7,", CP 46292", TELF.962443118, FAX.962442103 AYTO, , ,BIBLIOTECAMASALAVES@HOTMAIL.COM,N,PU,PÚBLICA,N,39.1401606,-0.5212577
381,46,VALENCIA,163,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MASSALFASSAR,AVENIDA BLASCO IBÁÑEZ Nº S/N PISO 2,", CP 46560", TELF.961401012, FAX.961401363 AYTO, , ,MERCHEBERFE@GMAIL.COM,N,PU,PÚBLICA,N,39.478396,-0.3588142
382,46,VALENCIA,164,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  MASSAMAGRELL,PASEO REI EN JAUME Nº 4 PISO 2,", CP 46130", TELF.961451301, FAX.961444523,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MASSAMAGRELL,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0170,BIBLIOTECA@MASSAMAGRELL.ES,N,PU,PÚBLICA,S,39.4755467,-0.3810271
383,46,VALENCIA,165,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  MASSANASSA,PLAZA DEL PAIS VALENCIA Nº 5,", CP 46470", TELF.961251961, FAX.961250251,HTTP://WWW.MASSANASSA.ORG/VER/300/BIBLIOTECA.HTML,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0019,BIBLIOTECA@MASSANASSA.ES,N,PU,PÚBLICA,S,39.9806458,-0.0414225
384,46,VALENCIA,166,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  MELIANA,PLAZA DE LA CULTURA Nº 4,", CP 46133", TELF.961480906, FAX.961480001,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0083,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0083,BIBLIOTECA@IMCMELIANA.COM,N,PU,PÚBLICA,S,39.5293108,-0.3484606
385,46,VALENCIA,168,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MIRAMAR,AVENIDA DEL MAR Nº 25 PISO 1,", CP 46711", TELF.600430830/962819101, FAX.962809073 AYTO,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0164,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0164,REGISTRE@AJUMIRAMAR.ORG,N,PU,PÚBLICA,S,39.9853609,-0.0313771
386,46,VALENCIA,169,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL CENTRAL MISLATA,PLAZA 9 D'OCTUBRE Nº S/N,", CP 46920", TELF.963990270, FAX.963797313,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MISLATA-VAL/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0084,BIBLIOTECA@MISLATA.ES,S,PU,PÚBLICA,S,39.4840108,-0.7532808999999999
387,46,VALENCIA,169,AGENCIA DE LECTURA,AGENCIA DE LECTURA EL QUINT MISLATA,CALLE QUINT Nº 17,", CP 46920", TELF.963990276, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MISLATA-VAL/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0084,BIBLIOTECA@MISLATA.ES,N,PU,PÚBLICA,S,39.4794509,-0.4233625
388,46,VALENCIA,169,AGENCIA DE LECTURA,AGENCIA DE LECTURA SANTA CECILIA MISLATA,CALLE SANTA CECILIA Nº 4,", CP 46920", TELF.963794660, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MISLATA-VAL/INDEX.JSP,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0084,BIBLIOTECA@MISLATA.ES,N,PU,PÚBLICA,N,39.4715749,-0.4198454
389,46,VALENCIA,17,BIBLIOTECA UNIVERSITARIA,BIBLIOTECA UNIVERSITARIA FRANCISCO TOMÁS Y VALIENTE-UNED ALZIRA,CARRETERA GANDIA Nº S/N,", CP 46600", TELF.962411208, FAX.962419080,HTTP://WWW.UNED-VALENCIA.NET/,HTTP://BIBLIO15.UNED.ES/,BIBLIOTECA@ALZIRA.UNED.ES,N,PU,PÚBLICA,N,38.9230287,-0.1244817
390,46,VALENCIA,17,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  ALZIRA,CALLE PLACA DE LES LLETRES VALENCIANES Nº 5,", CP 46600", TELF.962012981, FAX.962415756,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0079,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0079,BIBLIOTECA@ALZIRA.ES,N,PU,PÚBLICA,N,39.4699075,-0.3762881
391,46,VALENCIA,170,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MOIXENT,CALLE STAS.RELIQUIAS Nº 3 PISO 1,", CP 46640", TELF.962261030, FAX.962261393,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0137,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0137,BIBLIOTECA@MOIXENT.ES,N,PU,PÚBLICA,S,38.87414,-0.7547049
392,46,VALENCIA,171,BIBLIOTECA ESPECIALIZADA,BIBLIOTECA ESPECIALIZADA IVIA-INSTITUTO VALENCIANO DE INVESTIGACIONES AGRARIAS MONCADA,"CARRETERA MONCADA-NÁQUERA, KM 4,5",", CP 46113", TELF.963424006, FAX.963424001 ,HTTP://BIBLIOTECA.IVIA.ES/COS.HTM,HTTP://MASTER.IVIA.ES/BIBLIOTECA/CONTENIDOS/BASEDAT/FORMREVISTAS.HTM,CASTELLO_JOSBALL@IVIA.GVA.ES,N,PU,PÚBLICA,N,39.5452518,-0.3960275
393,46,VALENCIA,171,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  MONCADA,CALLE MAJOR Nº 35,", CP 46113", TELF.961301578, FAX.961395663 AYTO,HTTP://WWW.MONCADA.ES,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0012,BIBLIOTECA@MONCADA.ES,N,PU,PÚBLICA,S,39.6688362,-0.3406423
394,46,VALENCIA,172,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  MONTSERRAT,CALLE DOS DE MAIG Nº 6,", CP 46192", TELF.962986027, ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0054,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0054,BIBLIOTECA@MONTSERRAT.ES,N,PU,PÚBLICA,S,39.4706585,-0.416282
395,46,VALENCIA,173,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MONTAVERNER,CALLE NOU Nº 14 PISO 1,", CP 46892", TELF.962298632, FAX.962298632,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/MONTAVERNER ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0049,BIBLIOTECA@MONTAVERNER.COM,N,PU,PÚBLICA,S,39.8887317,-0.08460530000000001
396,46,VALENCIA,175,OTRAS PÚBLICAS,OTRAS PÚBLICAS  MONTITXELVO,CALLE DE D'ALT Nº 25,", CP 46842", TELF.962897000 AYTO, FAX.962897249 AYTO, , ,MONTICHELVO_ADL@GVA.ES,N,PU,PÚBLICA,N,40.229126,-0.07799969999999999
397,46,VALENCIA,176,AGENCIA DE LECTURA,AGENCIA DE LECTURA  MONTROI,PLAZA AJUNTAMENT Nº 11,", CP 46193", TELF.671644437, FAX.962556140 AYTO, , ,MONTROY_ALM@GVA.ES,N,PU,PÚBLICA,N,39.4717498,-0.3765094
398,46,VALENCIA,177,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL JUAN BAUTISTA MUÑOZ FERRANDIS MUSEROS,CALLE ESCOLES VELLES Nº S/N,", CP 46136", TELF.961440969, FAX.961444830 AYTO, , ,BIBLIOTECA@AJUNT-MUSEROS.COM,N,PU,PÚBLICA,N,39.5639824,-0.3404758
399,46,VALENCIA,178,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  NÁQUERA,CALLE VINYES PERDUDES Nº 16,", CP 46119", TELF.961680381 , FAX.961681317 AYTO,HTTP://HTTP://WWW.BIBLIOTECASPUBLICAS.ES/NAQUERA/INDEX.JSP ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0161,BIBLIOTECA@NAQUERA.COM,N,PU,PÚBLICA,S,39.66093,-0.42459
400,46,VALENCIA,18,AGENCIA DE LECTURA,AGENCIA DE LECTURA  ALCUBLAS,CALLE VIRGEN DE LA SALUD Nº 10-12,", CP 46172", TELF.961654034, FAX.962704106 AYTO, , ,BIBLIO_ALCUBLAS@HOTMAIL.COM,N,PU,PÚBLICA,N,39.4692735,-0.3979085
401,46,VALENCIA,180,OTRAS PÚBLICAS,OTRAS PÚBLICAS  NOVETLÈ,CALLE MIGUEL HERNÁNDEZ Nº 2,", CP 46800", TELF.962270589 AYTO, FAX.962281133 AYTO, , ,BIBLIOTECA@NOVETLE.ES,N,PU,PÚBLICA,N,39.4579776,-0.4562359
402,46,VALENCIA,181,AGENCIA DE LECTURA,AGENCIA DE LECTURA DE L'ENVIC OLIVA,PASEO GREGORI MAIANS Nº 36,", CP 46780", TELF.962963394, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/OLIVA ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0085,BIBLIOTECAENVIC@OLIVA.ES,N,PU,PÚBLICA,S,38.9680811,-0.1924713
403,46,VALENCIA,181,BIBLIOTECA PUBLICA MUNICIPAL,BIBLIOTECA PUBLICA MUNICIPAL  OLIVA,CALLE TAMARIT Nº 6 PISO 1,", CP 46780", TELF.962963740, ,HTTP://WWW.BIBLIOTECASPUBLICAS.ES/OLIVA ,HTTP://XLPV.CULT.GVA.ES/CGINET-BIN/ABNETOP?SUBC=0085,BIBLIOTECATAMARIT@GMAIL.COM,N,PU,PÚBLICA,S,39.7455741,-0.1744052
